Player,ano,GPos40,cp1,altura,peso,40yd
Carlton Powell,2008,g1,-20.5275574073936,187.96,132.448864,5.1
Kevin Peterson,2016,g3,30.7855415117223,177.8,82.100152,4.58
Cameron Stephenson,2007,g1,-27.3028732643787,190.5,138.799152,5.4
Joshua Garnett,2016,g1,-30.5564675953746,193.04,141.520704,5.32
Malcolm Rodriguez,2022,g2,7.7222635970373,180.34,105.233344,4.52
Correll Buckhalter,2001,g3,9.75125155502514,182.88,102.511792,4.53
Tab Perry,2005,g3,7.20599960977112,187.96,103.872568,4.46
Dekoda Watson,2010,g2,2.97593569804005,185.42,108.86208,4.55
Kevin Smith,2008,g3,13.1008850852589,185.42,98.429464,4.53
Kalija Lipscomb,2020,g3,18.1153401792494,182.88,93.893544,4.57
Vaughn Meatoga,2012,g1,-20.7956846023869,185.42,133.356048,4.93
Jermaine Chatman,2002,g3,28.4123775622237,180.34,83.91452,4.55
Corey Liuget,2011,g1,-23.1688485518855,187.96,135.170416,4.97
Daryl Dixon,2004,g3,24.6225288412413,177.8,88.45044,4.77
Jake Bequette,2012,g2,-14.4405935334301,195.58,124.284208,4.75
Jerry Tillery,2019,g2,-24.2974157256557,198.12,133.80964,4.93
Chris Whaley,2014,g1,-11.0149112066788,190.5,122.016248,5.02
Dennis Norman,2001,g1,-27.4749612601341,193.04,138.34556,5.16
Jarrod Cooper,2001,g3,11.5121123180197,182.88,100.697424,4.45
Raphael Kirby,2016,g2,5.34909964753867,182.88,107.047712,4.72
Aaron Mellette,2013,g3,12.4885818987549,187.96,98.429464,4.54
Loni Fangupo,2012,g1,-33.5619251340976,185.42,146.510216,5.12
Jason Scukanec,2002,g1,-25.8101396963774,187.96,137.891968,5.33
Bobby Myers,2000,g3,28.0682015707129,185.42,83.007336,4.56
Cooper Carlisle,2000,g1,-24.565542920649,195.58,134.716824,5.16
Matthew Rice,2006,g2,-12.5076447746801,193.04,122.923432,4.89
Jamal Custis,2019,g3,12.5846210979928,193.04,97.068688,4.5
Minkah Fitzpatrick,2018,g3,20.1443281372373,185.42,91.171992,4.46
Derwin James,2018,g3,12.7567090937481,190.5,97.52228,4.47
Dan Stricker,2003,g3,18.6515945692359,187.96,92.079176,4.68
David Thornton,2002,g2,4.12449327453059,187.96,107.047712,4.62
Liam Ezekiel,2005,g2,-0.373697832193728,182.88,112.944408,4.81
J.J. Taylor,2020,g3,32.0861966812479,165.1,83.91452,4.61
Durell Mapp,2008,g2,8.69873317777245,185.42,102.965384,4.71
Luke Kuechly,2012,g2,0.870898943534681,190.5,109.769264,4.58
Eric Green,2005,g3,22.6895800824913,180.34,89.811216,4.52
Tyrone Moss,2007,g3,9.38708516079403,175.26,104.779752,4.75
James Starks,2010,g3,12.0483667080062,187.96,98.883056,4.5
Paul Thompson,2007,g3,11.7041907164955,193.04,97.975872,4.62
Erik Austell,2017,g1,-25.1017973106355,190.5,136.531192,5.23
Fabian Washington,2005,g3,27.7040351764818,177.8,85.275296,4.29
Kawann Short,2013,g1,-24.2213669291382,190.5,135.624008,5.08
Albert Huggins,2019,g2,-26.8626580736301,190.5,138.34556,5.12
Domonique Foxworth,2005,g3,28.8525927529724,180.34,83.460928,4.34
Deon Long,2015,g3,24.7185680404791,182.88,87.089664,4.51
Chad Jackson,2006,g3,14.8617458482535,185.42,96.615096,4.32
Eric Kendricks,2015,g2,7.10996041053326,182.88,105.233344,4.61
Max Jean-Gilles,2006,g1,-49.4857207975664,193.04,161.02516,5.48
Daimion Stafford,2013,g3,11.9523275087684,182.88,100.243832,4.69
Ben Miller,2002,g1,-7.76131687568287,187.96,119.294696,4.92
Rondell Mealey,2000,g3,15.9142642255062,182.88,96.161504,4.69
Jarrad Page,2006,g3,4.02845407529273,182.88,108.408488,4.63
Cody Spencer,2004,g2,1.48320213003872,187.96,109.769264,4.65
Josh Lay,2006,g3,22.5174920867359,182.88,89.357624,4.48
Ed Ingram,2022,g1,-27.7430884551274,190.5,139.252744,5.02
Jamie Winborn,2001,g2,9.04290916928324,180.34,103.872568,4.63
Dominique Rodgers-Cromartie,2008,g3,27.6279863799643,185.42,83.460928,4.29
Kevin Emanuel,2004,g2,-3.70334095970718,193.04,113.851592,4.84
Montee Ball,2013,g3,16.258440217017,177.8,97.068688,4.66
Cam Thomas,2010,g1,-38.4803410288503,193.04,149.68536,5.16
Anthony Adams,2003,g1,-22.3844573696261,182.88,135.624008,5.13
Ronnie Ghent,2004,g2,-1.15808901445316,187.96,112.490816,5.02
Manaia Brown,2006,g1,-25.1017973106355,190.5,136.531192,5.1
Lamarr Houston,2010,g1,-26.8626580736301,190.5,138.34556,4.84
DeAndre Jackson,2007,g3,24.8906560362345,180.34,87.543256,4.48
Slade Bolden,2022,g3,24.8906560362345,180.34,87.543256,4.66
Stuart Schweigert,2004,g3,12.0483667080062,187.96,98.883056,4.47
Aaron Schobel,2001,g2,-8.98592324869095,193.04,119.294696,4.75
Mark Wilson,2004,g1,-33.2738075363841,200.66,142.427888,5.36
Kory Lichtensteiger,2008,g1,-23.1688485518855,187.96,135.170416,5.25
Edwin Williams,2009,g1,-27.571000459372,187.96,139.706336,5.4
Nathan Vasher,2004,g3,32.5464022747169,177.8,80.285784,4.49
Isaac Nauta,2019,g2,-0.00953143796261358,190.5,110.676448,4.91
Coye Francies,2009,g3,27.8000743757197,182.88,83.91452,4.63
Bruce Campbell,2010,g1,-32.66150434988,198.12,142.427888,4.75
Lardarius Webb,2009,g3,31.6659718932196,177.8,81.192968,4.35
Zeke Moreno,2001,g2,-1.15808901445316,187.96,112.490816,4.76
Earnest Graham,2003,g3,12.0283763052859,175.26,102.0582,4.5
Derrick Hamilton,2004,g3,21.1207977179724,190.5,88.904032,4.54
Dominique Barber,2008,g3,16.7946946070035,182.88,95.25432,4.68
Karl Klug,2011,g2,-13.6562023511707,190.5,124.7378,4.85
Derrick Chambers,2001,g1,-24.8336701156422,193.04,135.624008,4.98
Jamal Davis,2019,g2,0.430683752786034,190.5,110.222856,4.6
Ryan Baker,2012,g2,7.7222635970373,180.34,105.233344,4.8
Justin Shaffer,2022,g1,-31.4368979768719,193.04,142.427888,5.14
Javarris Williams,2009,g3,12.9088066867832,175.26,101.151016,4.51
Desmond Harrison,2018,g1,-22.9767701534098,198.12,132.448864,4.9
David Quessenberry,2013,g1,-26.7666188743922,195.58,136.984784,5.08
Andrew Thomas,2020,g1,-32.4894163541246,195.58,142.88148,5.22
Josh Buhl,2004,g2,20.0482889379994,180.34,92.532768,4.73
Tyreo Harrison,2002,g2,3.24406289303329,187.96,107.954896,4.87
Efrem Hill,2005,g3,30.4413655202116,182.88,81.192968,4.58
Mike Edwards,2013,g3,27.8761231722372,175.26,85.728888,4.56
Cliff Avril,2008,g2,-3.97146815470044,190.5,114.758776,4.51
Justin Jones,2018,g1,-28.0112156501206,187.96,140.159928,5.09
Earl Thomas,2010,g3,18.8997313615089,177.8,94.347136,4.43
Clint Boling,2011,g1,-29.4079100188841,195.58,139.706336,5.28
Brian Paysinger,2008,g3,17.33094899699,187.96,93.439952,4.55
Cierre Wood,2013,g3,16.0863522212616,180.34,96.615096,4.56
John Crockett,2015,g3,13.713188271763,182.88,98.429464,4.62
Kenny Golladay,2017,g3,10.8237603349982,193.04,98.883056,4.5
Oli Udoh,2019,g1,-36.0111378801138,195.58,146.510216,5.05
Nic Jacobs,2014,g2,-12.2395175796869,195.58,122.016248,4.89
Adam Shead,2015,g1,-42.0020625548395,193.04,153.314096,5.74
Devon Still,2012,g1,-27.2068340651409,195.58,137.438376,5.01
Paul Toviessi,2001,g2,-8.88988404945309,198.12,117.93392,4.78
Rob Hunt,2005,g1,-25.7141004971395,193.04,136.531192,4.96
Mike Williams,2010,g3,11.3400243222643,185.42,100.243832,4.53
Tyeler Davison,2015,g1,-31.0927219853611,187.96,143.335072,5.18
Sio Moore,2013,g2,0.774859744296816,185.42,111.13004,4.65
Jarrett Boykin,2012,g3,12.4885818987549,187.96,98.429464,4.62
Rushel Shell III,2017,g3,10.5356427372846,177.8,102.965384,4.74
Mike Hull,2015,g2,4.90888445679002,182.88,107.501304,4.68
David Harris,2007,g2,1.04298693929007,187.96,110.222856,4.59
Tyrone Goard,2013,g3,16.5465578147306,193.04,92.98636,4.5
Clyde Gates,2011,g3,24.7185680404791,182.88,87.089664,4.31
Cyhl Quarles,2012,g3,14.8617458482535,185.42,96.615096,4.54
Marlion Jackson,2000,g3,2.09550531654276,185.42,109.769264,4.6
Ugo Amadi,2019,g3,23.4739712647507,175.26,90.264808,4.51
Nicholas Williams,2013,g1,-29.2358220231287,193.04,140.159928,4.94
Adrian Clayborn,2011,g2,-16.2974934956625,190.5,127.459352,4.78
Vince Manuwai,2003,g1,-25.8101396963774,187.96,137.891968,5.06
Isiah Pacheco,2022,g3,15.3780098355197,177.8,97.975872,4.37
Quincy Wilson,2004,g3,12.0283763052859,175.26,102.0582,4.6
Linval Joseph,2010,g1,-37.599910647353,193.04,148.778176,5.09
Lawrence Thomas,2016,g1,-18.4985694494058,190.5,129.727312,4.98
Brandon Williams,2016,g3,23.1297952732399,180.34,89.357624,4.37
Shaquille Quarterman,2020,g2,6.22953002903597,182.88,106.140528,4.74
Alijah Holder,2019,g3,24.5464800447237,185.42,86.636072,4.6
Delano Howell,2012,g3,17.4069977935075,180.34,95.25432,4.61
Foley Fatukasi,2018,g1,-33.1977587398665,193.04,144.242256,5.29
Jarvis Borum,2001,g1,-41.1976809698597,200.66,150.592544,5.05
Brian Natkin,2001,g2,-2.47873458669911,187.96,113.851592,4.95
Barry Church,2010,g3,10.8998091315157,185.42,100.697424,4.69
Jeffrey Gunter,2022,g2,-6.78484729494771,193.04,117.026736,4.7
Ryan Bates,2019,g1,-27.9151764508828,193.04,138.799152,5.09
Jack Tocho,2017,g3,20.3164161329927,182.88,91.625584,4.54
Jordan Todman,2011,g3,21.7131105017561,175.26,92.079176,4.4
Terrence Kiel,2003,g3,20.0482889379994,180.34,92.532768,4.46
David Johnson,2015,g3,10.0193787500184,185.42,101.604608,4.5
Keith Jackson,2007,g1,-25.025748514118,182.88,138.34556,5.05
Marcell Ateman,2018,g3,11.7041907164955,193.04,97.975872,4.62
Travis Taylor,2000,g3,21.0247585187346,185.42,90.264808,4.43
Myron Lewis,2010,g3,18.6515945692359,187.96,92.079176,4.42
Jon Feliciano,2015,g1,-35.3988346936097,193.04,146.510216,5.33
David Stewart,2005,g1,-32.66150434988,198.12,142.427888,5.25
Dontari Poe,2012,g1,-44.9114808943246,190.5,156.942832,4.89
Quintez Cephus,2020,g3,19.7041129464886,185.42,91.625584,4.73
Chris Daniels,2000,g3,11.8762787122508,190.5,98.429464,4.74
Brandon Moore,2002,g1,-21.5800757846463,190.5,132.902456,5.26
Keanu Neal,2016,g3,16.3544794162549,182.88,95.707912,4.62
Chris Boyd,2014,g3,16.1063426239819,193.04,93.439952,4.73
Bobby Evans,2019,g1,-30.5564675953746,193.04,141.520704,5.2
Elliot Silvers,2001,g1,-48.2411240218381,200.66,157.850016,5.43
Hall Davis,2010,g2,-12.5076447746801,193.04,122.923432,4.84
Eric McCoo,2002,g3,16.258440217017,177.8,97.068688,4.55
Edmund Kugbila,2013,g1,-32.7575435491179,193.04,143.788664,5.13
Shawn Worthen,2001,g1,-27.8391276543652,185.42,140.61352,5.18
Pharoh Cooper,2016,g3,20.4885041287481,180.34,92.079176,4.52
Derrick Dockery,2003,g1,-47.1886056445854,198.12,157.396424,5.58
Chris Conley,2015,g3,14.2494426617495,187.96,96.615096,4.35
Antoine Bethea,2006,g3,20.4885041287481,180.34,92.079176,4.39
Tyson Alualu,2010,g2,-21.8482029796396,187.96,133.80964,4.87
J.R. Tolver,2003,g3,19.7041129464886,185.42,91.625584,4.67
Marion Barber,2005,g3,12.5646306952724,180.34,100.243832,4.49
Danny Johnson,2018,g3,29.0246807487277,177.8,83.91452,4.44
Luke Staley,2002,g3,8.69873317777245,185.42,102.965384,4.42
Michael Buchanan,2013,g2,-6.07650490920582,195.58,115.66596,4.78
KaMichael Hall,2007,g2,8.87082117352785,182.88,103.418976,4.77
Justin Peelle,2002,g2,-5.46420172270177,193.04,115.66596,4.75
Maxx Crosby,2019,g2,-6.07650490920582,195.58,115.66596,4.66
Richmond Flowers,2001,g3,24.0102256547372,180.34,88.45044,4.55
Joe Williams,2017,g3,17.4069977935075,180.34,95.25432,4.41
Kevin Kasper,2001,g3,21.6370617052386,182.88,90.264808,4.42
Corey Hall,2001,g3,20.2403673364751,190.5,89.811216,4.5
Chris Chancellor,2010,g3,33.158705461221,175.26,80.285784,4.49
Connor Barwin,2009,g2,-5.90441691345042,193.04,116.119552,4.47
Adam Gotsis,2016,g1,-19.5510878266585,193.04,130.180904,4.88
Josh Norman,2002,g2,4.12449327453059,187.96,107.047712,4.65
Eddy Wilson,2018,g1,-25.7141004971395,193.04,136.531192,5.37
Robert Geathers,2004,g2,-11.8953415881761,190.5,122.923432,4.84
Johnny Dingle,2008,g2,-8.02944407067613,185.42,120.20188,4.95
James Conner,2017,g3,6.05744203328057,185.42,105.686936,4.65
Janoris Jenkins,2012,g3,25.5029592227386,177.8,87.543256,4.41
Justin Houston,2011,g2,-11.4551263974274,190.5,122.46984,4.62
Mackensie Alexander,2016,g3,26.8236047949845,177.8,86.18248,4.43
Lamont Bryant,2000,g2,-7.05297448994097,190.5,117.93392,4.91
O.J. Murdock,2011,g3,23.742098459744,177.8,89.357624,4.5
Joe Odom,2003,g2,2.5357205072914,185.42,109.315672,4.6
Jaylen Watson,2022,g3,21.2928857137278,187.96,89.357624,4.51
Josh Stewart,2014,g3,32.1061870839683,177.8,80.739376,4.69
Max Redfield,2018,g3,18.3834673742427,185.42,92.98636,4.69
Kenny Stills,2013,g3,23.8381376589818,182.88,87.996848,4.38
Emmett Cleary,2013,g1,-34.1542379178813,200.66,143.335072,5.21
Will Richardson,2018,g1,-29.1397828238908,198.12,138.799152,5.26
Joseph Jefferson,2002,g3,19.6080737472508,180.34,92.98636,4.39
Jerome Carter,2005,g3,13.0048458860211,180.34,99.79024,4.47
Evan Engram,2017,g2,4.39262046952384,190.5,106.140528,4.42
Shaun McDonald,2003,g3,37.2927301737142,172.72,76.657048,4.43
Demontray Carter,2002,g3,26.3833896042359,177.8,86.636072,4.52
Tyler Matakevich,2016,g2,4.46866926604138,182.88,107.954896,4.81
Jeff Heuerman,2015,g2,-5.63628971845717,195.58,115.212368,4.81
Marcus Gilchrist,2011,g3,24.6225288412413,177.8,88.45044,4.45
Brian Poli-Dixon,2002,g3,13.7331786744833,195.58,95.25432,4.48
Adam Jennings,2006,g3,31.3978446982264,175.26,82.100152,4.44
Dennis Roland,2006,g1,-41.2737297663772,208.28,148.778176,5.28
Steve Octavien,2008,g2,4.46866926604138,182.88,107.954896,4.67
Austin Hooper,2016,g2,-5.02398653195312,193.04,115.212368,4.72
Craig Loston,2014,g3,13.1008850852589,185.42,98.429464,4.65
Brodney Pool,2005,g3,17.5030369927454,185.42,93.893544,4.52
LaMichael James,2012,g3,26.287350404998,172.72,87.996848,4.35
Taywan Taylor,2017,g3,20.4885041287481,180.34,92.079176,4.5
Eric Steinbach,2003,g1,-25.177846107153,198.12,134.716824,4.96
Destry Wright,2000,g3,14.7657066490157,180.34,97.975872,4.84
Michael Toudouze,2006,g1,-27.8191372516449,198.12,137.438376,5.12
Martin Ifedi,2015,g2,-13.6562023511707,190.5,124.7378,4.88
Garrett Wilson,2022,g3,28.680504757217,182.88,83.007336,4.38
Dre'Mont Jones,2019,g2,-16.2974934956625,190.5,127.459352,5.12
Cameron Erving,2015,g1,-31.6089859726273,195.58,141.974296,5.15
Keiland Williams,2010,g3,7.28204840628865,180.34,105.686936,4.52
Marquise Hill,2004,g2,-29.3118708196462,200.66,138.34556,5.12
Kayvon Thibodeaux,2022,g2,-5.02398653195312,193.04,115.212368,4.58
Kory Sperry,2009,g2,1.40715333352117,195.58,107.954896,4.69
Amani Oruwariye,2019,g3,17.7711641877386,187.96,92.98636,4.47
Bronson Kaufusi,2016,g2,-19.8952638181693,198.12,129.27372,4.87
Zac Stacy,2013,g3,16.6026162085278,172.72,97.975872,4.55
Jordan Carstens,2004,g1,-28.0872644466382,195.58,138.34556,5
Jason Babin,2004,g2,-7.05297448994097,190.5,117.93392,4.62
Joseph Hayes,2004,g1,-30.116252404626,193.04,141.067112,5.67
Nate Salley,2006,g3,12.9287970895035,187.96,97.975872,4.63
Corey Coleman,2016,g3,24.4504408454859,180.34,87.996848,4.42
Zach Hilton,2003,g2,-10.9949208039585,203.2,118.841104,4.83
Jerron Wishom,2005,g3,24.2783528497305,182.88,87.543256,4.5
Chris Long,2008,g2,-12.3355567789247,190.5,123.377024,4.75
Chris Rucker,2011,g3,23.3979224682332,182.88,88.45044,4.54
Delvon Flowers,2002,g3,21.809149700994,180.34,90.7184,4.67
John Wendling,2007,g3,10.8998091315157,185.42,100.697424,4.48
A.J. Green,2011,g3,13.9052666702387,193.04,95.707912,4.48
Jerard Rabb,2007,g3,19.5320249507332,187.96,91.171992,4.58
Marcus Bell,2000,g2,3.68427808378194,187.96,107.501304,4.78
Willie Pile,2003,g3,17.33094899699,187.96,93.439952,4.57
Drew Radovich,2008,g1,-25.7141004971395,193.04,136.531192,5.33
T.Y. Hilton,2012,g3,30.5174143167291,175.26,83.007336,4.34
Kolton Miller,2018,g1,-32.2973379556489,205.74,140.159928,4.95
Matt Slauson,2009,g1,-32.9296315448733,195.58,143.335072,5.26
Alec Lemon,2013,g3,19.7041129464886,185.42,91.625584,4.59
Sean Tufts,2004,g2,0.258595757030643,193.04,109.769264,4.61
Anthony Walker Jr.,2017,g2,3.85636607953733,185.42,107.954896,4.65
Nate Harris,2007,g2,7.99039079203056,182.88,104.32616,4.6
Brooks Reed,2011,g2,-7.76131687568287,187.96,119.294696,4.65
Josh Harper,2015,g3,24.5464800447237,185.42,86.636072,4.64
Darell Scott,2009,g1,-29.9441644088706,190.5,141.520704,4.92
Nehemiah Warrick,2008,g3,15.7421762297508,185.42,95.707912,4.51
Robert Woods,2013,g3,20.7566313237413,182.88,91.171992,4.51
Dres Anderson,2015,g3,26.3073408077183,185.42,84.821704,4.54
Jason Jones,2008,g2,-14.0003783426815,195.58,123.830616,4.76
Jeff Chaney,2001,g3,24.8906560362345,180.34,87.543256,4.46
Donovan Warren,2010,g3,24.8906560362345,180.34,87.543256,4.62
Allen Hurns,2014,g3,21.4649737094832,185.42,89.811216,4.55
Michael Bush,2007,g3,1.65529012579411,185.42,110.222856,4.62
Will Ofenheusle,2003,g1,-30.0202132053881,198.12,139.706336,5.35
Andre Hal,2014,g3,27.7040351764818,177.8,85.275296,4.5
Trey DePriest,2015,g2,-2.57477378593696,182.88,115.212368,4.93
Danny Pinter,2020,g1,-27.9151764508828,193.04,138.799152,4.91
Ryan Pickett,2001,g1,-28.0112156501206,187.96,140.159928,5.1
Atcheson Conway,2005,g3,14.0573642632737,177.8,99.336648,4.9
Kevin Beard,2004,g3,30.0011503294629,182.88,81.64656,4.46
Wes Saxton,2015,g2,-1.7703922009572,190.5,112.490816,4.65
Ryan Kalil,2007,g1,-24.2213669291382,190.5,135.624008,4.96
Keenan Burton,2008,g3,20.7566313237413,182.88,91.171992,4.44
Byron Marshall,2016,g3,22.5935408832534,175.26,91.171992,4.42
Trent Taylor,2017,g3,32.0101478847304,172.72,82.100152,4.63
William Joseph,2003,g1,-29.4079100188841,195.58,139.706336,5.18
Justin Warren,2007,g2,-0.449746628711261,190.5,111.13004,4.85
Tim Benford,2012,g3,19.6080737472508,180.34,92.98636,4.51
Mike Williams,2005,g3,5.369090050259,195.58,103.872568,4.56
Chris Rainey,2012,g3,32.4503630754791,172.72,81.64656,4.36
Xavier McKinney,2020,g3,20.7566313237413,182.88,91.171992,4.63
Joe Looney,2012,g1,-28.6235188366247,190.5,140.159928,5.02
Jelani Jenkins,2013,g2,2.26759331229816,182.88,110.222856,4.65
Anthony Kimble,2009,g3,14.1534034625116,182.88,97.975872,4.54
Greg Eslinger,2006,g1,-21.1398605938977,190.5,132.448864,5.13
Ben Heeney,2015,g2,7.55017560128191,182.88,104.779752,4.59
Stacy Andrews,2004,g1,-44.9875296908421,198.12,155.128464,5.07
Ben Grubbs,2007,g1,-29.503949218122,190.5,141.067112,5.18
Ryan Grant,2014,g3,21.6370617052386,182.88,90.264808,4.64
Jonathan Massaquoi,2012,g2,-8.20153206643152,187.96,119.748288,4.81
Matt Roth,2005,g2,-15.5891511099206,193.04,126.098576,4.81
Josh Cooper,2012,g3,26.2113016084805,180.34,86.18248,4.65
Sergio Kindle,2010,g2,-2.6508225824545,190.5,113.398,4.65
Obi Melifonwu,2017,g3,8.18246919050628,193.04,101.604608,4.4
T.J. Ward,2010,g3,17.5790857892629,177.8,95.707912,4.56
Greg Lloyd,2011,g2,0.334644553548169,185.42,111.583632,4.8
Nick Collins,2005,g3,19.1678585565021,180.34,93.439952,4.36
Leonard Henry,2002,g3,17.943252183494,185.42,93.439952,4.57
Dane Belton,2022,g3,18.3834673742427,185.42,92.98636,4.43
Sedrick Hodge,2001,g2,-0.621834624466652,193.04,110.676448,4.49
Otaro Alaka,2019,g2,2.19154451578061,190.5,108.408488,4.82
Keith Ismael,2020,g1,-28.6235188366247,190.5,140.159928,5.34
Jeremiah Johnson,2009,g3,19.0718193572643,175.26,94.800728,4.57
Jevaris Johnson,2001,g2,-6.95693529070311,195.58,116.573144,4.9
Daryn Colledge,2006,g1,-24.8336701156422,193.04,135.624008,5.05
Wendell Mathis,2006,g3,17.4069977935075,180.34,95.25432,4.51
T.J. Johnson,2013,g1,-29.6760372138773,193.04,140.61352,5.33
Rashad Fenton,2019,g3,24.8906560362345,180.34,87.543256,4.52
Terrance Taylor,2009,g1,-25.4659637048666,182.88,138.799152,5.08
