Player,ano,GPosBJ,cp1,altura,peso,Broad Jump
Sealver Siliga,2011,g9,-26.250354887126,187.96,138.34556,254
Mike McGlinchey,2018,g9,-31.6850347691449,203.2,140.159928,266.7
Aaron Walker,2003,g8,-5.36816252346391,198.12,114.305184,292.1
Audie Cole,2012,g8,-1.50226500596395,193.04,111.583632,289.56
Nate Williams,2011,g7,16.3544794162549,182.88,95.707912,289.56
Ivory McCoy,2002,g8,1.13902613852794,193.04,108.86208,287.02
T.J. Moe,2013,g7,20.0482889379994,180.34,92.532768,304.8
Andy Vincent,2000,g9,-27.9151764508828,193.04,138.799152,274.32
Brad Meester,2000,g9,-23.7811517383895,190.5,135.170416,279.4
Nate Burleson,2003,g7,22.5174920867359,182.88,89.357624,320.04
Tim Bulman,2005,g9,-22.0202909753949,190.5,133.356048,292.1
Rich Alexis,2004,g8,16.7946946070035,182.88,95.25432,289.56
Dominique Robinson,2022,g8,-5.19607452770852,195.58,114.758776,307.34
Quinton Carter,2011,g7,17.0628218019967,185.42,94.347136,307.34
Zack Wagenmann,2015,g8,-1.33017701020856,190.5,112.037224,276.86
Jason Spriggs,2016,g9,-26.9387068701476,198.12,136.531192,292.1
Grayland Arnold,2020,g7,29.1967687444831,175.26,84.368112,304.8
Marshall Newhouse,2010,g9,-33.6379739306152,193.04,144.695848,246.38
Brian Jackson,2010,g7,19.7041129464886,185.42,91.625584,304.8
Joshua Kalu,2018,g7,22.7856192817292,185.42,88.45044,340.36
Hjalte Froholdt,2019,g9,-28.5274796373868,195.58,138.799152,266.7
Jerome Lane,2017,g7,8.52664518201706,187.96,102.511792,317.5
Myron Pryor,2009,g9,-31.188761184599,182.88,144.695848,271.78
Mike Jackson,2019,g7,16.1823914204995,185.42,95.25432,330.2
Xzavier Dickson,2015,g8,-7.05297448994097,190.5,117.93392,254
C.J. Wilson,2007,g7,22.7856192817292,185.42,88.45044,322.58
Jamarca Sanford,2009,g7,16.258440217017,177.8,97.068688,294.64
Jon Bradley,2004,g9,-26.0782668913706,185.42,138.799152,264.16
Dunta Robinson,2004,g7,27.9721623714751,180.34,84.368112,304.8
Da'Norris Searcy,2011,g7,11.6842003137751,180.34,101.151016,304.8
Nick Steitz,2005,g9,-29.9441644088706,190.5,141.520704,251.46
Trevor Penning,2022,g9,-38.1161746346192,200.66,147.4174,281.94
Johnnie Morant,2004,g7,5.98139323676304,193.04,103.872568,330.2
Alec Ogletree,2013,g8,1.48320213003872,187.96,109.769264,309.88
Myles Garrett,2017,g8,-12.9478599654288,193.04,123.377024,325.12
Dee Milliner,2013,g7,20.7566313237413,182.88,91.171992,309.88
David Anderson,2006,g7,25.9431744134872,177.8,87.089664,294.64
DeVante Parker,2015,g7,15.39800023824,190.5,94.800728,317.5
Jarius Wright,2012,g7,30.3453263209737,177.8,82.553744,304.8
Johnny Thomas,2012,g7,19.7801617430062,177.8,93.439952,312.42
Alonzo Jackson,2003,g8,-10.3065688209369,193.04,120.655472,289.56
Matt Farmer,2000,g7,25.5989984219764,182.88,86.18248,274.32
J.R. Tavai,2015,g8,-1.59830420520181,187.96,112.944408,284.48
Jordan Jones,2019,g7,5.00492365602788,187.96,106.140528,312.42
Beanie Wells,2009,g8,5.17701165178327,185.42,106.59412,325.12
Shawn Oakman,2016,g8,-22.0003005726746,203.2,130.180904,312.42
James Jones,2007,g7,17.5030369927454,185.42,93.893544,302.26
Dennis Weathersby,2003,g7,18.8236825649913,185.42,92.532768,317.5
Paul Hogan,2001,g9,-20.2594302124004,190.5,131.54168,259.08
Cedrick Williams,2005,g7,36.5083389914547,177.8,76.203456,307.34
Paul Soliai,2007,g9,-44.6433536993313,193.04,156.035648,261.62
Quinten Rollins,2015,g7,24.0102256547372,180.34,88.45044,309.88
Jordan Thomas,2018,g7,27.359859184971,182.88,84.368112,314.96
Jesse Luketa,2022,g7,-3.97146815470044,190.5,114.758776,289.56
Tarell Brown,2007,g7,26.2113016084805,180.34,86.18248,281.94
Kenny King,2003,g8,-16.2974934956625,190.5,127.459352,289.56
Matt Paradis,2014,g9,-27.3028732643787,190.5,138.799152,261.62
Durham Smythe,2018,g8,-5.19607452770852,195.58,114.758776,279.4
Tony Terrell,2003,g9,-39.6288986053408,190.5,151.499728,238.76
Santonio Beard,2003,g8,11.5121123180197,182.88,100.697424,302.26
Taylor Mays,2010,g7,6.15348123251843,190.5,104.32616,317.5
Nathan Williams,2013,g8,1.31111413428333,190.5,109.315672,287.02
Randall Cobb,2011,g7,26.3833896042359,177.8,86.636072,292.1
Dan Santucci,2007,g9,-25.1017973106355,190.5,136.531192,259.08
Anthony Trucks,2006,g8,6.05744203328057,185.42,105.686936,317.5
Kavell Conner,2010,g8,2.7078085030468,182.88,109.769264,279.4
Dahrran Diedrick,2003,g8,8.87082117352785,182.88,103.418976,297.18
Donatella Luckett,2015,g7,16.3544794162549,182.88,95.707912,299.72
Larry Grant,2008,g8,5.17701165178327,185.42,106.59412,287.02
Kenny Golladay,2017,g7,10.8237603349982,193.04,98.883056,304.8
Charles Gaines,2015,g7,31.225756702471,177.8,81.64656,312.42
Matthew Butler,2022,g9,-23.9532397341449,193.04,134.716824,284.48
Derrick Baity,2019,g7,21.2928857137278,187.96,89.357624,322.58
Devon Torrence,2011,g7,21.6370617052386,182.88,90.264808,281.94
Nick Barnett,2003,g8,4.12449327453059,187.96,107.047712,312.42
Ryan Kelly,2016,g9,-30.116252404626,193.04,141.067112,261.62
Rakeem Nunez-Roches,2015,g9,-27.1307852686233,187.96,139.252744,289.56
Roger Lewis,2016,g7,20.7566313237413,182.88,91.171992,294.64
J.J. Taylor,2020,g8,32.0861966812479,165.1,83.91452,299.72
Jonathan Massaquoi,2012,g8,-8.20153206643152,187.96,119.748288,304.8
Mario Butler,2011,g7,29.1207199479656,182.88,82.553744,304.8
Brandon Kaufman,2013,g7,11.0918875299914,195.58,97.975872,292.1
DeMeco Ryans,2006,g8,4.73679646103463,185.42,107.047712,327.66
Shane Olivea,2004,g9,-25.5420125013841,190.5,136.984784,233.68
Barry Church,2010,g7,10.8998091315157,185.42,100.697424,307.34
Chase Winovich,2019,g8,-5.29211372694638,190.5,116.119552,294.64
Dontario Drummond,2022,g7,13.9813154667562,185.42,97.52228,309.88
Mike Jenkins,2008,g7,23.742098459744,177.8,89.357624,297.18
Sam Maxwell,2010,g8,-0.27765863295587,187.96,111.583632,274.32
Aaron Schobel,2001,g8,-8.98592324869095,193.04,119.294696,302.26
Justice Hill,2019,g8,23.3018832689953,177.8,89.811216,330.2
Christian Wilkins,2019,g8,-31.2648099811166,190.5,142.88148,271.78
Leonard Peters,2007,g7,16.1823914204995,185.42,95.25432,279.4
Matt Stankiewitch,2013,g9,-25.5420125013841,190.5,136.984784,233.68
Tim Cornett,2014,g8,17.2349097977521,182.88,94.800728,317.5
Dominique Barber,2008,g7,16.7946946070035,182.88,95.25432,297.18
Travis Feeney,2016,g8,5.54117804601439,193.04,104.32616,330.2
Devonte Fields,2017,g8,4.12449327453059,187.96,107.047712,314.96
Mike Martin,2012,g9,-26.0782668913706,185.42,138.799152,287.02
Zack Martin,2014,g9,-28.79560683238,193.04,139.706336,269.24
Dustin Waldron,2012,g9,-28.0872644466382,195.58,138.34556,261.62
Jalen Parmele,2008,g8,11.2439851230265,180.34,101.604608,317.5
Noah Spence,2016,g8,-2.47873458669911,187.96,113.851592,307.34
Anthony Walker Jr.,2017,g8,3.85636607953733,185.42,107.954896,294.64
Terrence Wheatley,2008,g7,28.1442503672304,177.8,84.821704,325.12
Durell Eskridge,2015,g7,15.8382154289887,190.5,94.347136,297.18
Richard Sherman,2011,g7,21.5610129087211,190.5,88.45044,317.5
DaVaris Daniels,2015,g7,20.1443281372373,185.42,91.171992,309.88
Danny Amendola,2008,g7,29.905111130225,177.8,83.007336,261.62
Collin Buchanan,2017,g9,-32.9296315448733,195.58,143.335072,246.38
Duke Riley,2017,g8,7.10996041053326,182.88,105.233344,309.88
Seyi Ajirotutu,2010,g7,17.5990761919832,190.5,92.532768,292.1
Quintin Demps,2008,g7,18.5555553699981,182.88,93.439952,279.4
Marquis Haynes,2018,g8,3.9524052787752,190.5,106.59412,312.42
Garrett Sickels,2017,g8,-7.49318968068962,190.5,118.387512,266.7
Manese Foketi,2013,g9,-33.8100619263706,195.58,144.242256,259.08
Jack Mewhort,2014,g9,-30.4604283961368,198.12,140.159928,256.54
Tim Carter,2002,g7,25.5989984219764,182.88,86.18248,320.04
Rashad Butler,2006,g9,-22.8046821576544,195.58,132.902456,269.24
D.J. Wonnum,2020,g8,-7.39715048145176,195.58,117.026736,312.42
Shamar Stephen,2014,g9,-29.8481252096328,195.58,140.159928,261.62
Brian Allen,2002,g8,19.0718193572643,175.26,94.800728,284.48
Breeland Speaks,2018,g9,-17.1779238771598,190.5,128.366536,279.4
Mike Goodson,2009,g8,17.6751249885008,182.88,94.347136,299.72
Jason Gavadza,2000,g8,-2.21060739170585,190.5,112.944408,287.02
Aaron Mellette,2013,g7,12.4885818987549,187.96,98.429464,312.42
LaRon Landry,2007,g7,15.4740490347576,182.88,96.615096,312.42
Nate Orchard,2015,g8,-2.6508225824545,190.5,113.398,292.1
Henry Anderson,2015,g8,-23.8572005349071,198.12,133.356048,281.94
Brandon Williams,2009,g8,-6.88088649418558,187.96,118.387512,284.48
Noah Herron,2005,g8,11.2439851230265,180.34,101.604608,274.32
Louis Holmes,2008,g8,-8.98592324869095,193.04,119.294696,307.34
Zach Quaccia,2002,g9,-29.2358220231287,193.04,140.159928,236.22
Stephon Gilmore,2012,g7,25.5989984219764,182.88,86.18248,312.42
Micheal Clemons,2022,g8,-9.59822643519499,195.58,119.294696,294.64
Reese Dismukes,2015,g9,-22.9007213568922,190.5,134.263232,271.78
Corey Crawford,2015,g8,-25.4459733021463,195.58,135.624008,279.4
Calais Campbell,2008,g8,-23.3209461449206,203.2,131.54168,281.94
Aaron Parker,2020,g7,16.0103034247441,187.96,94.800728,284.48
Chilo Rachal,2008,g9,-32.4894163541246,195.58,142.88148,274.32
Josiah Coatney,2020,g8,-28.183303645876,190.5,139.706336,251.46
John Engelberger,2000,g8,-7.66527767644501,193.04,117.93392,292.1
Josh Boyce,2013,g7,19.1678585565021,180.34,93.439952,332.74
Alexander Mattison,2019,g8,12.5646306952724,180.34,100.243832,322.58
Dorian Smith,2008,g8,-7.58922887992748,185.42,119.748288,266.7
Justin Forsett,2008,g8,26.287350404998,172.72,87.996848,284.48
Keenan Burton,2008,g7,20.7566313237413,182.88,91.171992,317.5
Tyrone McKenzie,2009,g8,1.04298693929007,187.96,110.222856,284.48
Jeremy Sprinkle,2017,g8,-4.75585933695987,195.58,114.305184,294.64
Timmy Jernigan,2014,g9,-23.6090637426342,187.96,135.624008,259.08
Brandon Marshall,2006,g7,5.98139323676304,193.04,103.872568,304.8
Lewis Sanders,2000,g7,20.3164161329927,182.88,91.625584,294.64
Matt Hill,2002,g9,-26.498491679399,198.12,136.0776,256.54
Jermaine Gresham,2010,g8,-8.7177960536977,195.58,118.387512,287.02
Javon Green,2001,g7,15.7421762297508,185.42,95.707912,287.02
Sam Wilder,2005,g9,-25.0057581113976,195.58,135.170416,259.08
Raekwon Davis,2020,g8,-31.3408587776341,198.12,141.067112,281.94
Trenton Thompson,2018,g9,-19.9913030174071,193.04,130.634496,281.94
Ben Grubbs,2007,g9,-29.503949218122,190.5,141.067112,261.62
Taywan Taylor,2017,g7,20.4885041287481,180.34,92.079176,335.28
Jamal Davis,2019,g8,0.430683752786034,190.5,110.222856,309.88
Austin Jackson,2020,g9,-35.5709226893652,195.58,146.056624,292.1
Trey McBride,2022,g8,-1.50226500596395,193.04,111.583632,297.18
Jonas Jennings,2001,g9,-40.2412017918449,193.04,151.499728,259.08
Lendy Holmes,2009,g7,18.5555553699981,182.88,93.439952,284.48
Lynden Trail,2015,g8,-13.464123952695,200.66,122.016248,297.18
Ugo Amadi,2019,g7,23.4739712647507,175.26,90.264808,292.1
Brandon Linder,2014,g9,-31.3408587776341,198.12,141.067112,254
Harvey Langi,2017,g8,-2.47873458669911,187.96,113.851592,299.72
Arik Armstead,2015,g8,-23.5890733399138,200.66,132.448864,297.18
Corey Levin,2017,g9,-28.3553916416314,193.04,139.252744,269.24
Luke Fortner,2022,g9,-28.3553916416314,193.04,139.252744,259.08
Zedrick Woods,2019,g7,19.6080737472508,180.34,92.98636,309.88
Shaheer McBride,2008,g7,18.3834673742427,185.42,92.98636,284.48
Jalen Myrick,2017,g7,22.421452887498,177.8,90.7184,314.96
Isaiah Burse,2014,g7,27.7040351764818,177.8,85.275296,292.1
James Starks,2010,g8,12.0483667080062,187.96,98.883056,302.26
Ryan Nall,2018,g8,5.88535403752518,187.96,105.233344,309.88
Joshua Perry,2016,g8,-5.02398653195312,193.04,115.212368,314.96
Brian Hartline,2009,g7,22.1733160952251,187.96,88.45044,304.8
Parris Campbell,2019,g7,18.9957705607467,182.88,92.98636,342.9
Tahir Whitehead,2012,g8,6.05744203328057,185.42,105.686936,314.96
Darius Slay,2013,g7,24.7185680404791,182.88,87.089664,314.96
Dre Greenlaw,2019,g7,5.52118764329406,180.34,107.501304,297.18
Vance Cuff,2011,g7,32.1061870839683,177.8,80.739376,304.8
Albert Means,2005,g9,-33.1977587398665,193.04,144.242256,243.84
Roberto Garza,2001,g9,-25.3699245056287,187.96,137.438376,289.56
Zebrie Sanders,2012,g9,-35.3027954943719,198.12,145.14944,254
Bradlee Anae,2020,g8,-5.73232891769503,190.5,116.573144,292.1
Kendall Reyes,2012,g9,-24.8336701156422,193.04,135.624008,287.02
Chad Clifton,2000,g9,-40.8535049783489,195.58,151.499728,259.08
Riley Reiff,2012,g9,-32.2212891591314,198.12,141.974296,248.92
Ian Johnson,2009,g8,16.5265674120102,180.34,96.161504,294.64
Cliff Avril,2008,g8,-3.97146815470044,190.5,114.758776,297.18
Tyreo Harrison,2002,g8,3.24406289303329,187.96,107.954896,299.72
Andre Lott,2002,g7,25.0627440319899,177.8,87.996848,302.26
Lucas Nix,2012,g9,-33.3698467356219,195.58,143.788664,259.08
Tyler Jones,2019,g9,-27.3028732643787,190.5,138.799152,281.94
Justin Cole,2010,g8,0.870898943534681,190.5,109.769264,297.18
James Cowser,2016,g8,-1.7703922009572,190.5,112.490816,281.94
Christian Kirk,2018,g7,21.9812376967494,177.8,91.171992,292.1
Jovan Haye,2005,g8,-17.0058358814045,187.96,128.820128,279.4
Eric Frampton,2007,g7,20.0482889379994,180.34,92.532768,309.88
Cliff Harris,2012,g7,32.8145294697102,180.34,79.3786,299.72
Brandon Williams,2013,g9,-38.8445074230814,185.42,151.95332,259.08
Rashad Baker,2004,g7,20.6605921245034,177.8,92.532768,297.18
Jaymar Johnson,2008,g7,31.9340990882129,180.34,80.285784,299.72
Dan Connolly,2005,g9,-30.116252404626,193.04,141.067112,274.32
Rocky Bernard,2002,g9,-22.0202909753949,190.5,133.356048,274.32
Sir Henry Anderson,2006,g9,-27.9151764508828,193.04,138.799152,254
Omar Gaither,2006,g8,5.61722684253192,185.42,106.140528,294.64
Jonathan Holland,2007,g7,25.1587832312278,182.88,86.636072,304.8
Jimmy Verdon,2005,g8,-15.8572783049139,190.5,127.00576,266.7
Justin McKinney,2008,g7,28.3163383629858,175.26,85.275296,276.86
Will Fuller,2016,g7,27.359859184971,182.88,84.368112,320.04
Rey Maualuga,2009,g8,-1.59830420520181,187.96,112.944408,210.82
Matt Asiata,2011,g8,9.04290916928324,180.34,103.872568,264.16
Perry Riley,2010,g8,3.41615088878869,185.42,108.408488,302.26
Brian Cushing,2009,g8,0.430683752786034,190.5,110.222856,304.8
D'Qwell Jackson,2006,g8,7.99039079203056,182.88,104.32616,294.64
Alex Highsmith,2020,g8,-1.7703922009572,190.5,112.490816,317.5
Josh Ferguson,2016,g8,23.9141864554994,175.26,89.811216,304.8
Terrence Robinson,2003,g8,3.5882388845441,182.88,108.86208,294.64
Billy Brown,2017,g8,-4.41168334544909,190.5,115.212368,299.72
Ronney Daniels,2001,g7,15.3019610390022,185.42,96.161504,299.72
Terrance Knighton,2009,g9,-33.9061011256084,190.5,145.603032,261.62
Jake Ryan,2015,g8,2.36363251153601,187.96,108.86208,304.8
Terrell Manning,2012,g8,3.68427808378194,187.96,107.501304,289.56
Arden Key,2018,g8,0.794850147017134,198.12,107.954896,297.18
Max Jean-Gilles,2006,g9,-49.4857207975664,193.04,161.02516,241.3
Rhett Ellison,2012,g8,-4.31564414621123,195.58,113.851592,276.86
Tony Pape,2004,g9,-36.6234410666178,198.12,146.510216,246.38
Johnathan Abram,2019,g7,19.6080737472508,180.34,92.98636,294.64
Ty Fryfogle,2022,g7,18.8236825649913,185.42,92.532768,322.58
Artis Hicks,2002,g9,-26.5945308786368,193.04,137.438376,264.16
Sam Acho,2011,g8,-7.32110168493423,187.96,118.841104,284.48
D'Aundre Reed,2011,g8,-8.10549286719365,193.04,118.387512,302.26
Lee Mays,2002,g7,24.9866952354724,185.42,86.18248,302.26
Kendall Langford,2008,g8,-20.1633910131625,195.58,130.180904,289.56
Coy Wire,2002,g7,17.2349097977521,182.88,94.800728,304.8
Andrew Quarless,2010,g8,-5.02398653195312,193.04,115.212368,284.48
C.J. Mosley,2005,g9,-30.2122916038639,187.96,142.427888,254
Willie Beavers,2016,g9,-35.1307074986165,195.58,145.603032,261.62
Courtland Bullard,2002,g8,4.39262046952384,190.5,106.140528,312.42
Jordan Black,2003,g9,-32.66150434988,198.12,142.427888,269.24
Emmanuel Butler,2019,g7,11.8762787122508,190.5,98.429464,292.1
Scotty Anderson,2001,g7,27.0156831934602,187.96,83.460928,292.1
George Foster,2003,g9,-42.6143657413435,195.58,153.314096,254
Steve Schilling,2011,g9,-28.79560683238,193.04,139.706336,248.92
Trey Quinn,2018,g7,20.4885041287481,180.34,92.079176,294.64
Chauncey Davis,2005,g8,-12.1634687831693,187.96,123.830616,299.72
John Brown,2014,g7,31.6659718932196,177.8,81.192968,302.26
James Wyche,2006,g8,-9.15801124444635,195.58,118.841104,294.64
Kynan Forney,2001,g9,-29.3318612223666,187.96,141.520704,246.38
Yawin Smallwood,2014,g8,-0.27765863295587,187.96,111.583632,274.32
Marviel Underwood,2005,g7,20.2203769337548,177.8,92.98636,299.72
Ikem Ekwonu,2022,g9,-29.6760372138773,193.04,140.61352,274.32
Michael Lehan,2003,g7,22.9577072774845,182.88,88.904032,302.26
John Wendling,2007,g7,10.8998091315157,185.42,100.697424,327.66
Dwayne Gratz,2013,g7,21.3689345102454,180.34,91.171992,317.5
Menelik Watson,2013,g9,-30.2883404003814,195.58,140.61352,261.62
Andy Levitre,2009,g9,-26.8626580736301,190.5,138.34556,261.62
Joshua Kelley,2020,g8,16.5265674120102,180.34,96.161504,307.34
Kelvin Hayden,2005,g7,23.742098459744,177.8,89.357624,281.94
Dorian Johnson,2017,g9,-25.8861884928949,195.58,136.0776,289.56
Andre Frazier,2005,g8,3.16801409651576,195.58,106.140528,314.96
Dustin Rykert,2003,g9,-38.3843018296124,198.12,148.324584,233.68
Joseph Addai,2006,g8,15.6461370305129,180.34,97.068688,317.5
Howard Jones,2014,g8,4.56470846527924,187.96,106.59412,314.96
A.Q. Shipley,2009,g9,-25.1978365098733,185.42,137.891968,254
Dan Curley,2003,g8,-5.02398653195312,193.04,115.212368,299.72
Terrence Frederick,2012,g7,28.1442503672304,177.8,84.821704,307.34
Montee Ball,2013,g8,16.258440217017,177.8,97.068688,299.72
Tyrone Crawford,2012,g8,-14.2685055376747,193.04,124.7378,287.02
Kalen Ballage,2018,g8,8.2585179870238,185.42,103.418976,309.88
Jake Matthews,2014,g9,-29.4079100188841,195.58,139.706336,266.7
Nick Kasa,2013,g8,-12.8518207661909,198.12,122.016248,287.02
Austin Franklin,2014,g7,26.6515167992291,180.34,85.728888,314.96
Emmett Johnson,2002,g7,17.7711641877386,187.96,92.98636,309.88
Vinny Curry,2012,g8,-9.69426563443285,190.5,120.655472,279.4
John Phillips,2009,g8,-4.31564414621123,195.58,113.851592,284.48
Michael Rector,2017,g7,24.2783528497305,182.88,87.543256,327.66
Jerry DeLoach,2000,g9,-30.8245947903679,190.5,142.427888,256.54
Chris Kelsay,2003,g8,-13.3880751561774,193.04,123.830616,307.34
Cory Boyd,2008,g8,15.4740490347576,182.88,96.615096,299.72
Alex McCalister,2016,g8,0.354634956268487,198.12,108.408488,325.12
Todd Williams,2003,g9,-43.4947961228408,195.58,154.22128,274.32
Connor McGovern,2016,g9,-27.9151764508828,193.04,138.799152,276.86
James Bradberry,2016,g7,15.7421762297508,185.42,95.707912,314.96
Kingsley Enagbare,2022,g8,-6.78484729494771,193.04,117.026736,297.18
Morris Claiborne,2012,g7,27.0917319899778,180.34,85.275296,299.72
Sheldon Richardson,2013,g9,-21.4079877888909,187.96,133.356048,294.64
Devante Bond,2016,g8,5.17701165178327,185.42,106.59412,307.34
Leonard Hankerson,2011,g7,16.6226066112481,185.42,94.800728,297.18
Bobby Okereke,2019,g7,3.41615088878869,185.42,108.408488,309.88
Isiah Pacheco,2022,g8,15.3780098355197,177.8,97.975872,299.72
Barry Cofield,2006,g9,-27.0347460693855,193.04,137.891968,266.7
Tenny Palepoi,2014,g9,-22.5565453653815,185.42,135.170416,281.94
Hakeem Butler,2019,g7,6.24952043175629,195.58,102.965384,325.12
Greg Schindler,2003,g9,-28.9676948281355,195.58,139.252744,238.76
Jeremiah Johnson,2009,g8,19.0718193572643,175.26,94.800728,292.1
Lamarr Houston,2010,g9,-26.8626580736301,190.5,138.34556,289.56
Jordan Hicks,2015,g8,4.73679646103463,185.42,107.047712,314.96
Marcus Easley,2010,g7,14.9577850474914,190.5,95.25432,312.42
LeKevin Smith,2006,g9,-31.7050251718652,190.5,143.335072,276.86
Trevardo Williams,2013,g8,2.5357205072914,185.42,109.315672,314.96
Cameron Clear,2015,g9,-15.761239105676,195.58,125.644984,274.32
Trenton Robinson,2012,g7,24.6225288412413,177.8,88.45044,317.5
Tyler King,2005,g8,-13.1199479611842,195.58,122.923432,299.72
Jarret Johnson,2003,g9,-17.6181390679085,190.5,128.820128,271.78
Justin Tryon,2008,g7,27.4359079814886,175.26,86.18248,302.26
Johnny Johnson III,2022,g7,22.5174920867359,182.88,89.357624,307.34
Bobby Blizzard,2004,g8,-10.3065688209369,193.04,120.655472,259.08
Andrew Whitworth,2006,g9,-42.078111351357,200.66,151.499728,284.48
Christine Michael,2013,g8,13.6171490725251,177.8,99.79024,317.5
DaVon Hamilton,2020,g8,-34.0781891213638,193.04,145.14944,259.08
Tyler Gaffney,2014,g8,13.0048458860211,180.34,99.79024,294.64
Joel Iyiegbuniwe,2018,g7,7.81830279627516,185.42,103.872568,297.18
Terence Steele,2020,g9,-31.7810739683827,198.12,141.520704,269.24
Mario Henderson,2007,g9,-27.3789220608962,198.12,136.984784,276.86
Leonard Johnson,2012,g7,24.1823136504926,177.8,88.904032,304.8
Marcus Maxey,2006,g7,21.4649737094832,185.42,89.811216,327.66
Trishton Jackson,2020,g7,21.9051889002319,185.42,89.357624,297.18
Zeke Motta,2013,g7,14.2494426617495,187.96,96.615096,320.04
Lee Evans,2004,g7,23.1297952732399,180.34,89.357624,304.8
Anthony Herron,2001,g8,-15.8572783049139,190.5,127.00576,289.56
Corey Atkins,2000,g8,4.90888445679002,182.88,107.501304,284.48
Mike Degory,2006,g9,-28.0872644466382,195.58,138.34556,248.92
Roc Alexander,2004,g7,28.4123775622237,180.34,83.91452,317.5
Stephone Anthony,2015,g8,0.430683752786034,190.5,110.222856,309.88
Pete McMahon,2005,g9,-40.4893385841178,203.2,149.231768,233.68
Anthony Alridge,2008,g8,36.2402117964615,175.26,77.11064,340.36
Charles Tapper,2016,g8,-11.8953415881761,190.5,122.923432,302.26
Kenny Clark,2001,g7,9.57916355926975,185.42,102.0582,307.34
Kevin Curtis,2002,g7,14.6896578524981,187.96,96.161504,314.96
Ryan Grant,2014,g7,21.6370617052386,182.88,90.264808,302.26
