Player,ano,GPosBench,cp1,altura,peso,Bench
K.J. Wright,2011,g5,-0.889961819459908,190.5,111.583632,20
Justin Harrell,2007,g4,-25.2738853063909,193.04,136.0776,24
Jarius Wynn,2009,g5,-13.6562023511707,190.5,124.7378,19
Senquez Golson,2015,g6,33.5989206519696,175.26,79.832192,15
Stanley Wilson,2005,g6,27.8000743757197,182.88,83.91452,14
Dwayne Harris,2011,g6,21.1008073152521,177.8,92.079176,10
Jonathan Crawford,2019,g6,18.3834673742427,185.42,92.98636,16
Dorin Dickerson,2010,g5,9.1389483685211,185.42,102.511792,24
Dustin Fry,2007,g4,-30.8245947903679,190.5,142.427888,34
Emmanuel Sanders,2010,g6,27.9721623714751,180.34,84.368112,12
Kevin Barry,2002,g4,-36.279265075107,193.04,147.4174,24
Aldrick Robinson,2011,g6,29.4648959394764,177.8,83.460928,17
Minkah Fitzpatrick,2018,g6,20.1443281372373,185.42,91.171992,14
O.J. Murdock,2011,g6,23.742098459744,177.8,89.357624,15
Coby Fleener,2012,g5,-3.16708656972068,198.12,112.037224,27
Daryl Worley,2016,g6,18.8236825649913,185.42,92.532768,14
Montee Ball,2013,g6,16.258440217017,177.8,97.068688,15
Gerrick McPhearson,2006,g6,24.1823136504926,177.8,88.904032,18
Nate Davis,2019,g4,-31.7050251718652,190.5,143.335072,23
D.J. Humphries,2015,g4,-28.9676948281355,195.58,139.252744,26
Jeff Allison,2019,g5,9.48312436003189,180.34,103.418976,12
David Cobb,2015,g6,9.04290916928324,180.34,103.872568,17
Adam Koets,2007,g4,-25.0057581113976,195.58,135.170416,20
Qasim Mitchell,2002,g4,-41.2937201690975,195.58,151.95332,22
Tegray Scales,2018,g5,7.99039079203056,182.88,104.32616,27
Datone Jones,2013,g5,-17.7902270636639,193.04,128.366536,29
Antwan Barnes,2007,g5,2.97593569804005,185.42,108.86208,31
Colton McKivitz,2020,g4,-29.1397828238908,198.12,138.799152,20
Brandon Kaufman,2013,g6,11.0918875299914,195.58,97.975872,9
Jason Worilds,2010,g5,-3.18707697244101,185.42,115.212368,24
Garrett Graham,2010,g5,0.430683752786034,190.5,110.222856,20
Oday Aboushi,2013,g4,-29.4079100188841,195.58,139.706336,17
Derrick Chambers,2001,g4,-24.8336701156422,193.04,135.624008,32
Jordan Hicks,2015,g5,4.73679646103463,185.42,107.047712,20
Cameron Stephenson,2007,g4,-27.3028732643787,190.5,138.799152,34
Dustin Keller,2008,g5,1.48320213003872,187.96,109.769264,26
J.J. Wilcox,2013,g6,15.4740490347576,182.88,96.615096,17
Ian Johnson,2009,g6,16.5265674120102,180.34,96.161504,26
Maurice Hicks,2002,g6,22.421452887498,177.8,90.7184,19
Darius Fleming,2012,g5,0.162556557792777,187.96,111.13004,27
Dres Anderson,2015,g6,26.3073408077183,185.42,84.821704,13
Asa Jackson,2012,g6,26.3833896042359,177.8,86.636072,19
John Cominsky,2019,g4,-19.7231758224139,195.58,129.727312,22
Zach Hilton,2003,g5,-10.9949208039585,203.2,118.841104,24
Jameel McClain,2008,g5,-0.986001018697773,185.42,112.944408,24
Josh Johnson,2013,g6,23.4739712647507,175.26,90.264808,16
Darrent Williams,2005,g6,33.5989206519696,175.26,79.832192,16
Dusty Dvoracek,2006,g4,-27.3028732643787,190.5,138.799152,31
Rashidi Barnes,2000,g6,17.6751249885008,182.88,94.347136,10
Sam Webb,2022,g6,19.7041129464886,185.42,91.625584,14
Darcel McBath,2009,g6,22.0772768959873,182.88,89.811216,14
Kindle Vildor,2020,g6,26.3833896042359,177.8,86.636072,22
Uyi Osunde,2004,g5,-3.53125296395179,190.5,114.305184,33
Shane Vereen,2011,g6,18.0193009800116,177.8,95.25432,31
John Lotulelei,2013,g5,7.28204840628865,180.34,105.686936,25
Kermit Whitfield,2017,g6,30.2492871217358,172.72,83.91452,8
Greg Randall,2000,g4,-41.0255929741043,198.12,151.046136,22
Mario Williams,2006,g5,-24.9097189121598,200.66,133.80964,35
Marcus Davenport,2018,g5,-10.6507448124477,198.12,119.748288,22
Chris Owens,2009,g6,30.7855415117223,177.8,82.100152,14
Chris Warren,2018,g6,-0.717873823704517,187.96,112.037224,25
Haason Reddick,2017,g5,4.29658127028598,185.42,107.501304,24
Tyler Starr,2014,g5,-3.26312576895853,193.04,113.398,24
Orien Harris,2006,g4,-25.1017973106355,190.5,136.531192,25
Freddy Keiaho,2006,g5,11.2439851230265,180.34,101.604608,15
Anthony Hitchens,2014,g5,3.5882388845441,182.88,108.86208,23
Davin Joseph,2006,g4,-29.503949218122,190.5,141.067112,24
Jonas Jennings,2001,g4,-40.2412017918449,193.04,151.499728,31
Dwan Epps,2000,g5,2.09550531654276,185.42,109.769264,8
Adrian Peterson,2002,g6,16.258440217017,177.8,97.068688,14
Jonah Jackson,2020,g4,-27.3028732643787,190.5,138.799152,28
O.J. Howard,2017,g5,-4.92794733271527,198.12,113.851592,22
Terron Armstead,2013,g4,-28.5274796373868,195.58,138.799152,31
Quincy Enunwa,2014,g6,8.96686037276571,187.96,102.0582,19
David Reed,2010,g6,25.1587832312278,182.88,86.636072,15
Vincent Burns,2005,g5,-8.29757126566938,182.88,121.109064,25
Spencer Larsen,2008,g5,3.24406289303329,187.96,107.954896,27
Evan Engram,2017,g5,4.39262046952384,190.5,106.140528,19
Cole Pemberton,2010,g4,-33.7140227271327,200.66,142.88148,18
Greg Gaines,2019,g4,-28.7195580358625,185.42,141.520704,30
Michael Keathley,2001,g4,-28.79560683238,193.04,139.706336,28
Mike Davis,2015,g6,15.5500978312751,175.26,98.429464,17
Mark Nzeocha,2015,g5,5.88535403752518,187.96,105.233344,24
Keith Kelsey,2017,g5,6.66974521978461,182.88,105.686936,23
Syndric Steptoe,2007,g6,25.675047218494,175.26,87.996848,17
Alvin Bailey,2013,g4,-29.9441644088706,190.5,141.520704,27
Rob Havenstein,2015,g4,-36.3553138716246,200.66,145.603032,16
Chandler Jones,2012,g5,-10.9188720074409,195.58,120.655472,22
Corey White,2012,g6,19.1678585565021,180.34,93.439952,15
Lj Scott,2019,g6,9.3110363642765,182.88,102.965384,21
Geno Stone,2020,g6,19.3399465522575,177.8,93.893544,12
Lydon Murtha,2009,g4,-29.7520860103949,200.66,138.799152,25
DeAngelo Malone,2022,g5,0.430683752786034,190.5,110.222856,23
Michael Bennett,2009,g5,-13.215987160422,190.5,124.284208,24
Daniel Wise,2019,g4,-16.2974934956625,190.5,127.459352,22
A.J. Green,2020,g6,19.7041129464886,185.42,91.625584,13
Michael Thomas,2016,g6,14.0773546659941,190.5,96.161504,18
Ego Ferguson,2014,g4,-31.2648099811166,190.5,142.88148,24
Jamie Harper,2011,g6,7.28204840628865,180.34,105.686936,24
Willie Gay Jr.,2020,g5,1.65529012579411,185.42,110.222856,21
Julian Love,2019,g6,24.0102256547372,180.34,88.45044,14
Kyle Emanuel,2015,g5,-4.85189853619773,190.5,115.66596,27
Alex Wesley,2019,g6,25.5989984219764,182.88,86.18248,13
Antoine McClain,2012,g4,-38.6524290246057,195.58,149.231768,19
Tyus Bowser,2017,g5,-1.33017701020856,190.5,112.037224,21
Paul Zukauskas,2001,g4,-28.9676948281355,195.58,139.252744,22
David Diehl,2003,g4,-30.9006435868854,198.12,140.61352,22
Brandon Hughes,2009,g6,30.3453263209737,177.8,82.553744,8
Jurrell Casey,2011,g4,-23.4369757468788,185.42,136.0776,26
Drew Morgan,2017,g6,25.5989984219764,182.88,86.18248,10
Adrian Taylor,2011,g4,-29.503949218122,190.5,141.067112,34
Chris Thompson,2013,g6,27.7800839729993,170.18,87.089664,21
Niles Paul,2011,g6,10.0193787500184,185.42,101.604608,24
Marvin Philip,2006,g4,-26.5184820821193,185.42,139.252744,27
Andre Holmes,2011,g6,14.3454818609873,193.04,95.25432,11
William James,2001,g6,22.5174920867359,182.88,89.357624,13
Cory Redding,2003,g5,-16.0293663006693,193.04,126.552168,24
Tony Tella,2006,g4,-28.3553916416314,193.04,139.252744,24
Duke Williams,2013,g6,20.4885041287481,180.34,92.079176,13
Darryl Blackstock,2005,g5,-1.33017701020856,190.5,112.037224,25
Zack Baun,2020,g5,3.24406289303329,187.96,107.954896,24
Dwight Jones,2012,g6,6.15348123251843,190.5,104.32616,14
Chaun Thompson,2003,g5,2.36363251153601,187.96,108.86208,29
Ricky Williams,2002,g6,28.6605143544966,170.18,86.18248,19
Derwin James,2018,g6,12.7567090937481,190.5,97.52228,21
Alex Carter,2015,g6,22.9577072774845,182.88,88.904032,17
Justyn Ross,2022,g6,16.5465578147306,193.04,92.98636,11
Jared Smith,2013,g4,-25.5420125013841,190.5,136.984784,28
Dwight Freeney,2002,g5,-8.46965926142478,185.42,120.655472,28
Jon Bostic,2013,g5,0.774859744296816,185.42,111.13004,22
Anthony Arline,2007,g6,20.4124553322305,187.96,90.264808,12
Jimmy Young,2011,g6,19.4359857514954,182.88,92.532768,19
Darius Marshall,2010,g6,27.4359079814886,175.26,86.18248,14
DeAndre Jackson,2007,g6,24.8906560362345,180.34,87.543256,14
Jon Abbate,2007,g5,8.77478197428998,177.8,104.779752,26
Zack Williams,2011,g4,-28.6235188366247,190.5,140.159928,28
Fadol Brown,2017,g5,-13.3880751561774,193.04,123.830616,19
Charone Peake,2016,g6,16.0103034247441,187.96,94.800728,12
Ryan Smith,2016,g6,26.6515167992291,180.34,85.728888,18
Claude Terrell,2005,g4,-42.9785321355746,187.96,155.582056,27
Philip Wheeler,2008,g5,-1.15808901445316,187.96,112.490816,24
Frank Romero,2002,g4,-25.2738853063909,193.04,136.0776,22
Tydreke Powell,2012,g4,-28.8916460316179,187.96,141.067112,29
Dominique Easley,2014,g4,-18.7666966443991,187.96,130.634496,26
Zach Pascal,2017,g6,11.6081515172576,187.96,99.336648,14
Zachary Carter,2022,g5,-17.3500118729152,193.04,127.912944,19
Eddie Freeman,2002,g4,-30.2883404003814,195.58,140.61352,32
Juwan Simpson,2007,g5,8.96686037276571,187.96,102.0582,15
Khiawatha Downey,2004,g4,-39.3607714103476,193.04,150.592544,21
Cameron Thomas,2022,g5,-10.7467840116855,193.04,121.109064,24
Steve Williams,2013,g6,31.3978446982264,175.26,82.100152,12
Wesley Johnson,2014,g4,-24.565542920649,195.58,134.716824,26
Cedric Ogbuehi,2015,g4,-28.5274796373868,195.58,138.799152,23
Derek Landri,2007,g4,-18.7666966443991,187.96,130.634496,24
Ryan Denney,2002,g5,-16.5456302879355,200.66,125.191392,36
Dwayne Allen,2012,g5,-4.85189853619773,190.5,115.66596,27
Corey Moore,2000,g5,11.6842003137751,180.34,101.151016,21
Jalen Hurd,2019,g6,6.68973562250494,195.58,102.511792,23
Thomas Brown,2008,g6,21.8851984975115,172.72,92.532768,25
Jeff Okudah,2020,g6,18.3834673742427,185.42,92.98636,11
Steven Nelson,2015,g6,23.742098459744,177.8,89.357624,19
Da'Quan Bowers,2011,g5,-15.8572783049139,190.5,127.00576,22
D'Qwell Jackson,2006,g5,7.99039079203056,182.88,104.32616,19
Ross Pierschbacher,2019,g4,-28.3553916416314,193.04,139.252744,20
Riley Ridley,2019,g6,21.0247585187346,185.42,90.264808,13
Albert Traylor,2001,g4,-27.7430884551274,190.5,139.252744,20
Tom Zbikowski,2008,g6,16.9667826027589,180.34,95.707912,24
Martez Wilson,2011,g5,-3.26312576895853,193.04,113.398,23
D.J. Johnson,2009,g6,21.9051889002319,185.42,89.357624,7
Tony Ugoh,2007,g4,-26.3264036836436,195.58,136.531192,32
Kenny Phillips,2008,g6,14.6896578524981,187.96,96.161504,19
Lorenzo Doss,2015,g6,30.3453263209737,177.8,82.553744,9
Justin McKinney,2008,g6,28.3163383629858,175.26,85.275296,11
Blair Phillips,2007,g5,1.65529012579411,185.42,110.222856,23
Nick Kasa,2013,g5,-12.8518207661909,198.12,122.016248,22
Robert Johnson,2003,g5,-16.8137574829287,198.12,126.098576,18
Travis Lewis,2012,g5,0.334644553548169,185.42,111.583632,22
Azeez Al-Shaair,2019,g5,5.61722684253192,185.42,106.140528,16
Daniel Bituli,2020,g5,-0.27765863295587,187.96,111.583632,16
T.J. Logan,2017,g6,24.7946168369967,175.26,88.904032,17
Ryan Miller,2012,g4,-36.3553138716246,200.66,145.603032,32
Chris Gocong,2006,g5,-7.76131687568287,187.96,119.294696,28
Mitch Hyatt,2019,g4,-27.2068340651409,195.58,137.438376,28
Kamren Curl,2020,g6,17.943252183494,185.42,93.439952,24
Chris Worley,2018,g5,3.24406289303329,187.96,107.954896,15
Angelo Crowell,2003,g5,5.34909964753867,182.88,107.047712,25
Chris Cook,2010,g6,14.6896578524981,187.96,96.161504,7
Victor DeGrate,2007,g5,-2.21060739170585,190.5,112.944408,19
Peter Sirmon,2000,g5,-0.27765863295587,187.96,111.583632,20
Edwin Baker,2012,g6,21.8851984975115,172.72,92.532768,20
Darrell Shropshire,2005,g4,-24.4894941241315,187.96,136.531192,25
Josh Boyce,2013,g6,19.1678585565021,180.34,93.439952,22
Jack Allen,2016,g4,-20.7956846023869,185.42,133.356048,23
John Kelly,2018,g6,15.3780098355197,177.8,97.975872,15
Andre Carter,2001,g5,-2.82291057820989,193.04,112.944408,20
Ladell Betts,2002,g6,13.6171490725251,177.8,99.79024,23
Jason Pociask,2006,g5,-9.69426563443285,190.5,120.655472,23
Ryan Switzer,2017,g6,32.0101478847304,172.72,82.100152,11
William Sweet,2019,g4,-32.2212891591314,198.12,141.974296,23
Victor Hampton,2014,g6,24.354401646248,175.26,89.357624,20
Colin Cole,2003,g4,-28.0112156501206,187.96,140.159928,29
Myles Gaskin,2019,g6,20.8326801202588,175.26,92.98636,24
Jaye Howard,2012,g4,-25.1017973106355,190.5,136.531192,24
Vadal Alexander,2016,g4,-37.3317834523597,195.58,147.870992,25
Joseph Jefferson,2002,g6,19.6080737472508,180.34,92.98636,8
Quincy Black,2007,g5,2.36363251153601,187.96,108.86208,24
Daeshon Hall,2017,g5,-10.9188720074409,195.58,120.655472,18
Marques Harris,2005,g5,6.93787241477786,185.42,104.779752,22
Jose Valdez,2009,g4,-31.8771131676206,193.04,142.88148,15
Fred Jones,2000,g5,-0.717873823704517,187.96,112.037224,17
Stephon Gilmore,2012,g6,25.5989984219764,182.88,86.18248,15
Tandon Doss,2011,g6,19.5320249507332,187.96,91.171992,14
Kenyon Green,2022,g4,-35.3988346936097,193.04,146.510216,20
LaDainian Tomlinson,2001,g6,13.1769338817765,177.8,100.243832,18
Phillip Merling,2008,g5,-14.7087207284233,193.04,125.191392,17
Terrance West,2014,g6,12.0283763052859,175.26,102.0582,16
Rishaw Johnson,2012,g4,-30.3843795996193,190.5,141.974296,22
Chunky Clements,2017,g4,-24.4894941241315,187.96,136.531192,23
Vince Manuwai,2003,g4,-25.8101396963774,187.96,137.891968,27
Adam Shead,2015,g4,-42.0020625548395,193.04,153.314096,26
John McCargo,2006,g4,-24.317406128376,185.42,136.984784,25
Raphael Kirby,2016,g5,5.34909964753867,182.88,107.047712,27
Andrew Wingard,2019,g6,17.2349097977521,182.88,94.800728,9
Kris Richard,2002,g6,27.9721623714751,180.34,84.368112,10
Matt Anderle,2002,g4,-38.3843018296124,198.12,148.324584,26
Nick Gates,2018,g4,-28.9676948281355,195.58,139.252744,20
Tyvis Powell,2016,g6,14.5175698567427,190.5,95.707912,15
Derrick Knight,2004,g6,19.0718193572643,175.26,94.800728,16
Roylin Bradley,2001,g5,1.65529012579411,185.42,110.222856,19
Casey Crawford,2000,g5,-1.84644099747473,198.12,110.676448,18
Tiquan Underwood,2009,g6,27.6279863799643,185.42,83.460928,7
Titus Adams,2006,g4,-27.3028732643787,190.5,138.799152,15
Lawrence Richardson,2004,g6,25.675047218494,175.26,87.996848,8
James Blair,2008,g4,-34.7865315071057,190.5,146.510216,28
Lamar Jackson,2020,g6,16.4505186154927,187.96,94.347136,10
Andre Branch,2012,g5,-7.22506248569636,193.04,117.480328,19
Tarell Basham,2017,g5,-11.6272143931828,193.04,122.016248,15
Devin Clark,2008,g4,-27.4749612601341,193.04,138.34556,25
E.J. Wilson,2010,g5,-17.8862662629018,187.96,129.727312,23
Chris Smith,2014,g5,-8.46965926142478,185.42,120.655472,28
Clyde Gates,2011,g6,24.7185680404791,182.88,87.089664,16
Jacob Tamme,2008,g5,3.51219008802655,190.5,107.047712,18
Peter Kalambayi,2018,g5,-3.53125296395179,190.5,114.305184,19
Cory Boyd,2008,g6,15.4740490347576,182.88,96.615096,25
Anthony Kimble,2009,g6,14.1534034625116,182.88,97.975872,17
Paul Kruger,2009,g5,-8.98592324869095,193.04,119.294696,24
Avonte Maddox,2018,g6,31.838059888975,175.26,81.64656,13
Kentrell Curry,2004,g6,20.1443281372373,185.42,91.171992,17
Adam Archuleta,2001,g6,16.3544794162549,182.88,95.707912,31
Lawrence Sidbury,2009,g5,-9.08196244792881,187.96,120.655472,28
Ben Grubbs,2007,g4,-29.503949218122,190.5,141.067112,29
Andrew Means,2009,g6,14.4215306575049,185.42,97.068688,12
A.J. Terrell,2020,g6,22.7856192817292,185.42,88.45044,15
Tony Gilbert,2003,g5,-1.25412821369102,182.88,113.851592,19
Ronnie Hillman,2012,g6,23.0337560740021,175.26,90.7184,17
DonTrell Moore,2006,g6,18.0193009800116,177.8,95.25432,18
David Njoku,2017,g5,-1.50226500596395,193.04,111.583632,21
Vinnie Sunseri,2014,g6,17.4069977935075,180.34,95.25432,18
Cody Spencer,2004,g5,1.48320213003872,187.96,109.769264,27
Charlie Peprah,2006,g6,19.1678585565021,180.34,93.439952,15
Gerald Cadogan,2009,g4,-29.8481252096328,195.58,140.159928,26
Jeremy Gallon,2014,g6,30.8615903082399,170.18,83.91452,15
Malcolm Sheppard,2010,g4,-17.4460510721531,187.96,129.27372,19
Mike Onwenu,2020,g4,-44.0310505128273,190.5,156.035648,26
A.J. Davis,2007,g6,25.5029592227386,177.8,87.543256,16
Robert Thomas,2002,g5,8.4306059827792,182.88,103.872568,21
Legedu Naanee,2007,g6,8.96686037276571,187.96,102.0582,19
Justin Blackmon,2012,g6,17.5030369927454,185.42,93.893544,14
Stepfan Taylor,2013,g6,16.870743403521,175.26,97.068688,17
Charles Johnson,2007,g5,-10.8428232109234,187.96,122.46984,33
Tahir Whitehead,2012,g5,6.05744203328057,185.42,105.686936,21
Anthony Barr,2014,g5,-6.07650490920582,195.58,115.66596,15
Dax Swanson,2013,g6,28.5844655579791,177.8,84.368112,15
Melvin Paige,2002,g4,-32.049201163376,195.58,142.427888,30
Jerome Carter,2005,g6,13.0048458860211,180.34,99.79024,21
Dennis Roland,2006,g4,-41.2737297663772,208.28,148.778176,19
Julio Jones,2011,g6,10.5556331400049,190.5,99.79024,17
Josh Robinson,2015,g6,16.1624010177791,172.72,98.429464,21
James Whitley,2001,g6,25.5029592227386,177.8,87.543256,9
Cyrus Jones,2016,g6,23.742098459744,177.8,89.357624,10
Hassan Haskins,2022,g6,7.64621480051977,187.96,103.418976,27
Chase Thomas,2013,g5,-0.00953143796261358,190.5,110.676448,18
Ryan Izzo,2018,g5,-6.51672009995446,195.58,116.119552,18
Clay Johnston,2020,g5,8.69873317777245,185.42,102.965384,18
Michael Huff,2006,g6,19.4359857514954,182.88,92.532768,21
Demetrin Veal,2003,g5,-18.7666966443991,187.96,130.634496,26
Sedrick Ellis,2008,g4,-26.7866092771125,182.88,140.159928,34
De'Veon Smith,2017,g6,11.6842003137751,180.34,101.151016,22
Jeron Johnson,2011,g6,17.1388705985143,177.8,96.161504,23
Travis Swanson,2014,g4,-31.1687707818787,195.58,141.520704,20
Rob Crisp,2015,g4,-27.5510100566517,200.66,136.531192,26
Marcus Forston,2012,g4,-23.8771909376274,185.42,136.531192,35
Taylor Stallworth,2018,g4,-29.3318612223666,187.96,141.520704,18
Joe Giles-Harris,2019,g5,5.00492365602788,187.96,106.140528,17
Jaleel Johnson,2017,g4,-31.7050251718652,190.5,143.335072,19
Jeremy Bridges,2003,g4,-25.7141004971395,193.04,136.531192,25
Pierre Garcon,2008,g6,16.7946946070035,182.88,95.25432,20
Nelson Agholor,2015,g6,22.0772768959873,182.88,89.811216,12
Marcell Harris,2018,g6,17.6751249885008,182.88,94.347136,16
Ricardo Louis,2016,g6,13.3690122802522,187.96,97.52228,18
Jared Perry,2010,g6,30.2692775244562,185.42,80.739376,11
Eddie Vanderdoes,2017,g4,-26.8626580736301,190.5,138.34556,28
Sean Hickey,2015,g4,-29.8481252096328,195.58,140.159928,35
Ben Gedeon,2017,g5,0.602771748541425,187.96,110.676448,27
Lewis Sanders,2000,g6,20.3164161329927,182.88,91.625584,10
Dominick Sanders,2018,g6,24.2783528497305,182.88,87.543256,14
Dante Fowler,2015,g5,-7.49318968068962,190.5,118.387512,19
